,id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,audio_to_text
55,55_post,https://www.tiktok.com/@singaporeair/video/7249281700671327506,Singapore Airlines,4,75.5K,454.7K,2023-6-27,/@singaporeair,singaporeair,"We are honoured to be named the World's Best Airline at the 2023 Skytrax World Airline Awards! We were also awarded Best First Class Airline, Best First Class Comfort Amenities, and Best Airline in Asia this year. 🥳🙌🏻","['singaporeairlines', 'skytrax', 'worldbestairline']",88.4K,394,637,609,
56,56_post,https://www.tiktok.com/@mojojowanders/video/7228978218290662661,Mojojowhannii 🌸,15,110,2017,2023-5-3,/@mojojowanders,mojojowanders,Requirements from Davao to Singapore 🇸🇬 ,"['singapore', 'travel', 'fyp']",1815,741,111,98,go to the check-in counter 223 hours before your flight that you might be long and it will take time to review your documents on checking in here are the documents they asked for passports next video
57,57_post,https://www.tiktok.com/@audongminie/video/7252727726438698242,Auds ✨️,952,20.3K,1.6M,1w ago ,/@audongminie,audongminie,more chances to get tickets!! ,"['concerttips', 'theerastour', 'taylorswift', 'erastoursingapore', 'erastoursg', 'taylorswiftsingapore', 'nationalstadiumsingapore', 'travelsingapore']",391,18,92,19,where is 50s awake we have news so additional seats were added to the seat at 7:00 to 9:00 which means more chances to get seats tomorrow these two areas of the side of the
58,58_post,https://www.tiktok.com/@dejiki/video/7159567582045981953,Dejiki Nicholas,43,1242,114.3K,2022-10-28,/@dejiki,dejiki,"POV: Walk inside the amazing AVATAR: The Experience at Gardens by the Bay Singapore, now open inside Cloud Forest! ","['avatar', 'disney', 'avatartheexperience', 'gardensbythebay', 'singapore', 'traveltok', 'exhibition', 'garden', 'travel', 'amazing', 'beautiful']",50K,8169,2723,602,
59,59_post,https://www.tiktok.com/@corina_caragea/video/7248988102226709787,Corina Caragea,215,425.1K,3.9M,2023-6-26,/@corina_caragea,corina_caragea,Am mancat la IMPINGE TAVA in Singapore!,"['singapore', 'travel', 'foodlover']",25K,957,666,376,
60,60_post,https://www.tiktok.com/@iandarric/video/7202779182936591618,Ian Darric,256,706,15.6K,2023-2-22,/@iandarric,iandarric,I earned over $1000 cashback on my travels and more when using ,"['travelhacks', 'savings', 'travel', 'japan']",4118,51,238,0,"find over 1,000 cash back on my last Osaka Kyoto holiday"
61,61_post,https://www.tiktok.com/@badaisamudrar/video/7245879190761901318,Badai Samudra,121,5840,113.6K,2023-6-18,/@badaisamudrar,badaisamudrar,Nih aku spill itinerary untuk singapore semoga membantunya ✨✨ ,"['itinerarysingapore', 'singapore', 'singaporetiktok', 'travelsingapore', 'travelsingaporetips', 'singaporeimagine', 'solotravel', 'solotravelers', 'solotraveler', 'backpacker', 'solobackpacker', 'solotrip']",13.3K,12.2K,1696,324,
62,63_post,https://www.tiktok.com/@ulfaalhanif/video/7225575017898134810,Ulfa Alhanif,285,1.3M,36.7M,2023-4-24,/@ulfaalhanif,ulfaalhanif,Rasanya diluar prediksi BMKG!😩 ,"['minivlog', 'dailyminivlog', 'singapore', 'singaporefoodie', 'singaporetravel', 'fishball', 'fishballnoodles', 'tiktokkulineran', 'reviewmakanan']",494.6K,20.9K,628,500,
63,64_post,https://www.tiktok.com/@almostviral.nz/video/7209383076361669890,AlmostViral.NZ,4,70.7K,1.5M,2023-3-11,/@almostviral.nz,almostviral.nz,5 Things to do at Jewel Changi Airport ,"['jewelchangi', 'jewelchangiairport', 'changiairport', 'singapore', 'singaporetravel', 'visitsingapore', 'singaporeairport']",2155,830,295,9,
64,65_post,https://www.tiktok.com/@angusvsdonuts/video/7249679592456326402,Angus Tan,65,27.5K,1.4M,2023-6-28,/@angusvsdonuts,angusvsdonuts,I TRIED THE CHEAPEST KBBQ BUFFET RESTAURANT IN SINGAPORE!! ,"['kbbq', 'sgeats', 'cheapeats', 'singapore', 'sgtiktok', 'sgtiktok', 'cheaptravel', 'cheapests', 'cheap', 'budgettravel']",16.4K,3941,2233,116,the cheapest Korean BBQ buffet restaurant in Singapore address 1990 for a person that's it is actually any good that was such a huge array of meat and sightings and it's one of the best I've ever had despite the price the quality of the meat was really good overall quality of food was really friendly and really fast I really have nothing bad to say about
65,66_post,https://www.tiktok.com/@jermaineyjmmm/video/7218561239176318209,Jerm,23,5122,117.8K,2023-4-5,/@jermaineyjmmm,jermaineyjmmm,Legit mindblowned hahaha ,"['disposabletowel', 'tiktokshopfinds', 'fyp', 'singapore', 'travel', 'travelhacks']",2911,703,267,35,this is a disposable towel I'm going to use it and let you guys know how I feel about this this is how it looks and it's pretty big I don't expect much when it comes to disposable item but this time is Super impressive the Disposable Tower was warm when I used it before
66,67_post,https://www.tiktok.com/@farah_ahmads/video/7235928324315286785,Farah Ahmad |TravelContent ✈️,844,79.9K,1.7M,2023-5-22,/@farah_ahmads,farah_ahmads,JOM KE SINGAPORE ,"['travellife', 'traveltips', 'travel', 'murah', 'pakejmurah', 'singapore']",23.3K,8617,1089,617,
67,68_post,https://www.tiktok.com/@duckiefantasy/video/7218583455355981058,Duck99,308,376,41.6K,2023-4-5,/@duckiefantasy,duckiefantasy,Our quick 3D2N getaway to Desaru! Honestly I feel that 2D1N is enough. The food in the resort weren’t fantastic for the price but I think Tumeric restaurant & The Observatory is worth going. The satay was fantastic though! ,"['desaru', 'singaporetravel', 'relax']",2502,1035,936,43,
68,69_post,https://www.tiktok.com/@anne_yeong_/video/7209881936096005382,A N N E,22,139,6272,2023-3-13,/@anne_yeong_,anne_yeong_,Places To Visit For Free in ,"['singapore', 'singaporetouristattraction', 'travelinstagram', 'travelreels', 'travelbucketlist', 'travel', 'traveltips', 'singaporetravel', 'singapore', 'travellife', 'traveltiktok', 'instareels', 'reelsinstagram', 'reels__tiktok', 'traveldiaries', 'traveling', 'travelmemories', 'singaporetravel']",6220,4588,1421,56,places to visit for free in Singapore jewelry Red Lion Park the garden by the bay Helix Bridge Fort Canning Park freeHawker centres
69,70_post,https://www.tiktok.com/@_mydearjunnie/video/7246744747757325574,mydearjunnie on fb,43,1704,68.5K,2023-6-20,/@_mydearjunnie,_mydearjunnie,SingapoRewards. Alam nyo bang Singapore offers one FREE tour for eligible foreign tourists and you have atleast 36 attractions or tourist spot to choose from? so sad di namin to na avail during our trip kasi di ko alam na ngeexist to but sharing it with you guys for you to avail it. You can also download the app and register there 😊 ,"['singapore', 'traveltosingapore', 'traveltips', 'traveltok', 'traveltiktok', 'travelph', 'travelwithparents', 'singaporewards', 'fyp', 'foryoupage', 'travelhacks', 'travel']",4827,3977,1608,109,I Love You by nobody can you sang to Singapore for free so I recently discovered that Singapore offers one free tours in their selected tourist spots for foreign Travelers Hotel website visit Singapore 1139 free activities and tours with Singapore reports book now and you will see at least 36 attractions at 2:30 a.m. Singapore Zoo inclusive breakfast near the Singapore River free dining Christmasdo a short-term visitor to Singapore so it makes a big hand if Teresa can I put in Singapore president 3 arriving by flight make sure to sign up and make an account that valid in email code one up to 5% volume two weeks before your flight is June 29th available until July 3305
70,71_post,https://www.tiktok.com/@ilibabyyyy/video/7158338724722412805,ili,464,9521,1.1M,2022-10-25,/@ilibabyyyy,ilibabyyyy,"92% british bred. singaporeans u should still visit the uk, maybe not ldn or midlands. ","['fyp', 'sgtiktok', 'uktiktok', 'singapore', 'britinsingapore', 'travelabroad', 'movingabroad', 'liveabroad', 'solotravel', 'asian', 'newlife']",96K,4315,691,707,
71,72_post,https://www.tiktok.com/@charsfootsteps/video/7165418624222563589,Charlotte 🇬🇧🇦🇺,23,425,8457,2022-11-13,/@charsfootsteps,charsfootsteps,Trying as many Michelin ⭐️ hawker stalls during my 3 months in SG! ,"['laupasat', 'shihuiyuan', 'singaporefoodie', 'singaporefood', 'singapore', 'visitsingapore', 'singaporetravel', 'traveltips', 'singaporetiktok', 'singaporetiktokers🇸🇬', 'traveltiktoker', 'hawkercentre', 'hawkerfood', 'singaporehawkerfood', 'singaporeholiday', 'singaporehawkercentre']",6065,1910,409,64,
72,73_post,https://www.tiktok.com/@patfloreza/video/7235464860027391238,Patrisse,92,257,7094,2023-5-21,/@patfloreza,patfloreza,Finally back in SG! Here are the Travel Reqts as of May 2023 🇸🇬 EZ PZ Travel thanks to my super chill IO ,"['singaporetravelrequirements', 'sgtravelrrquirements', 'fyp', 'scootairlines', 'singapore', 'travelrequirements']",1210,640,211,69,
73,74_post,https://www.tiktok.com/@corrainespov/video/7231055914613148933,CORRAINE5OFF | KLOOK DISCOUNT,134,605,25.5K,2023-5-9,/@corrainespov,corrainespov,Singapore Must Go places,"['fypp', 'foryou', 'singaporetravel', 'singaporetravelguide', 'singaporetraveltips', 'travelhacks', 'travelhacksandtips', 'fypppppppppppppp', 'fypppp', 'fyppppppp', 'travelingtosg', 'travelinspo', 'sgfyp', 'whattodoinsg', 'traveldiaries', 'sgbucketlist', 'wheretotravelin2023', 'singaporetiktok']",14.1K,9544,1012,81,
74,75_post,https://www.tiktok.com/@onericeplease/video/7225211627879091464,🍚🥢,66,22.3K,942.9K,2023-4-23,/@onericeplease,onericeplease,Heading to Bird Paradise soon? Save this video to know what to expect! 🦜🐧 ,"['birdparadise', 'singapore', 'sgtravel', 'sgtrip', 'thingstodoinsingapore', 'wheretogosg', 'singaporetravel', 'mandaiwildlifereserve']",732,184,399,14,if you are planning a trip to but Paradise but let me tell you all about my favorite spots first off rings of Asia is seriously breathtaking the way is inspired by southeast Asia it's just insane and it looks so much like Bali don't forget to take some pictures overlooking the Rice Terraces while waiting for those type Imperial pigeons to pop up next you can't miss heart of Africa is the biggest Aviary in the park and it's seriously feels like you're checking through a real African falls in the canopy and definitely climb up the viewing power off of you it is so perfect now if you want to take a stroll down memory lane head over the Crimson Wetland is the most beautiful person that we all know and love and that waterfall it is a tribute to the old waterfall Aviary and Jerome but all your animal lovers out there you have to check out Australian Outback it's like you're walking to the room or bedroom onlyplay Disney the friendliest butt ever followed us around the whole enclosure that's but not least the moment we've all been waiting for penguin Cove unfortunately the penguins are still on vacation but we heard they're coming in soon and we can't wait to see them modeling in or diving into the water in your awesome new indoor habitat what are you waiting for check it out for yourself
75,76_post,https://www.tiktok.com/@kaitlyntan_/video/7244708854162918698,KT,156,2485,1.8M,2023-6-15,/@kaitlyntan_,kaitlyntan_,otter cafe dupe. why was the alpha the size of my dog ,"['singapore', 'ottersoftiktok', 'travel', 'fyp', 'starstruck']",1.7M,78K,39.7K,4427,
76,77_post,https://www.tiktok.com/@shnvlla/video/7235553555535383813,shin,72,14.8K,63.3K,2023-5-21,/@shnvlla,shnvlla,free river cruise tour + snacks!! ,"['fyp', 'traveltiktok', 'singapore', 'visitsingapore', 'traveltips', 'foryou']",33K,14.7K,2453,373,
77,78_post,https://www.tiktok.com/@visit_singapore/video/7202565792427298050,Visit Singapore,22,1.5M,8.1M,2023-2-21,/@visit_singapore,visit_singapore,Zen mode: On 🧘‍♀️ Forest therapy guide Youmin Yap shows us how a night healing session can help.,"['passionmadepossible', 'singaporeimagine', 'visitsingapore', 'traveltok', 'wellness']",54.1K,182,127,32,yoga at 56 stories high before Daybreak nothing else comes close to this Forest bathing at night is more mystical touch and feel the vibe of nature that surrounds you relax your mind through sound waves
78,79_post,https://www.tiktok.com/@travelwithgays/video/7225568774294981893,Benjamin,33,11K,411K,2023-4-24,/@travelwithgays,travelwithgays,Singapore wrap! Spend 4 amazing days here 🫶🇸🇬,"['singapore', 'mustsee', 'mustdo', 'visitsingapore', 'travelsingapore', 'universalstudios']",2565,377,93,136,
79,80_post,https://www.tiktok.com/@amari_____0/video/7158839461055417627,Amari,76,4909,457.6K,2022-10-26,/@amari_____0,amari_____0,✈️🤍 ,"['exploresg', 'travel', 'singapore']",455.6K,55.3K,11.2K,3184,can we skip to the good part
80,81_post,https://www.tiktok.com/@lydias_layton_life/video/7225438663692356890,lydias_layton_life,89,1676,11.5K,2023-4-24,/@lydias_layton_life,lydias_layton_life,SINGAPORE ➡️ BINTAN ,"['bintan', 'nirwanagardens', 'beachholiday', 'familyholiday', 'familyholidays', 'sgfamily', 'sgexpat', 'sgexpats', 'bintanisland', 'sgtravel', 'familytraveltips', 'familytravelblog', 'familytravelblogger', 'familytraveltribe', 'familytraveller', 'singaporefamily', 'singaporetravel', 'singaporetravels']",1918,989,548,35,
