id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,final_text
51_post,https://www.tiktok.com/@maratanch/video/7247466483553717510,maratanch on ig 🌻,248,7698,371.4K,2023-6-22,/@maratanch,maratanch,4 days in Singapore summarized in 10 seconds 🫶🏻,"['fyp', 'foryou', 'singapore', 'travelsingapore', 'cinematic']",3652,869,143,43,
52_post,https://www.tiktok.com/@audongminie/video/7253282956809194754,Auds ✨️,952,20.3K,1.6M,6d ago,/@audongminie,audongminie,should I do a singapore first timer series?,"['concerttips', 'theerastour', 'klook', 'klooksg', 'taylorswift', 'theerastoursingapore', 'travelsingapore', 'taylorswiftsingapore', 'concertsingapore', 'singapore', 'singaporeitinerary']",2396,2018,268,88,"ideal 3d2n concert itinerary in singapore, Go where flight to sg via scoot, walk around / lunch at jewel changi, Travel to hotel, hotel check in, Rest / freshen up, Walk around Gardens By The Bay, Orchard, haji lane, Bugis Street,  Dinner, if you want suggestions, Walk around Marina Bay Sands, light show at 9, head home and rest for the big day, Breakfast, Ya Kun / Toast Box / Fun Toast, GET READY, Get Lunch, before heading to con venue, Go to the National Stadium, meet other swifties and exchange friendship bracelets, Queue for VIP tickets, Watch the concert, Supper, Newton Food Centre, Clarke Quay Boat Quay, get brunch, tiong bahru bakery / Five Oars / Gather, Touristy Pictures, Fort Canning Park, Chijmes, Lunch and stroll, Joo Chiat for cafes, Maxwell, Chinatown hawker, ION Orchard last min shopping, Airport Procedures, flight to mnl via jetstar
"
53_post,https://www.tiktok.com/@ljandbtravels/video/7222919194243845382,LJ and B,40,805,66.6K,2023-4-17,/@ljandbtravels,ljandbtravels,lets go girls✨,"['bestfriendtravels', 'travelaccount', 'travelling', 'backpacking', 'travellers', 'bestfriends', 'travel2023', 'singapore', '2023', 'singaporetravel', 'singaporetiktok']",63K,3742,550,853,"pov you are leaving the uk for a year to travel the world with your best friend, only have a plan for the next three days, said goodbye to family and friends and are off to see the world, time for a new adventure
"
54_post,https://www.tiktok.com/@kristenmedina88/video/7244498752491293957,Kristen Medina✨TRAVEL AGENT✈️,2471,51.9K,471.3K,2023-6-14,/@kristenmedina88,kristenmedina88,✨How to save money 💵 when shopping in Sephora Singapore 💄🇸🇬💋,"['travel', 'traveltips', 'shopping', 'singapore', 'traveltok', 'traveldiaries', 'traveling', 'traveltiktok', 'sephora', 'travelagent', 'travelagency']",2084,1260,212,33,you will then be eligible for a 10:00 and that doesn't include the tax refund so you'll even get to save more money but here's the catch the 10th in Orchard Road this is helpful thank you for watching and make sure to follow for more travel agent tips
55_post,https://www.tiktok.com/@singaporeair/video/7249281700671327506,Singapore Airlines,4,75.5K,454.7K,2023-6-27,/@singaporeair,singaporeair,"We are honoured to be named the World's Best Airline at the 2023 Skytrax World Airline Awards! We were also awarded Best First Class Airline, Best First Class Comfort Amenities, and Best Airline in Asia this year. 🥳🙌🏻","['singaporeairlines', 'skytrax', 'worldbestairline']",88.4K,394,637,609,"world airline winner, skyrax awards 2023, thank you for your support"
56_post,https://www.tiktok.com/@mojojowanders/video/7228978218290662661,Mojojowhannii 🌸,15,110,2017,2023-5-3,/@mojojowanders,mojojowanders,Requirements from Davao to Singapore 🇸🇬,"['singapore', 'travel', 'fyp']",1815,741,111,98,go to the check-in counter 223 hours before your flight that you might be long and it will take time to review your documents on checking in here are the documents they asked for passports next video
57_post,https://www.tiktok.com/@audongminie/video/7252727726438698242,Auds ✨️,952,20.3K,1.6M,1w ago,/@audongminie,audongminie,more chances to get tickets!!,"['concerttips', 'theerastour', 'taylorswift', 'erastoursingapore', 'erastoursg', 'taylorswiftsingapore', 'nationalstadiumsingapore', 'travelsingapore']",391,18,92,19,for swifties who are awake we have news so additional seats were added to the seat at 7:00 to 9:00 which means more chances to get seats tomorrow these two areas of the side of the stage
58_post,https://www.tiktok.com/@dejiki/video/7159567582045981953,Dejiki Nicholas,43,1242,114.3K,2022-10-28,/@dejiki,dejiki,"POV: Walk inside the amazing AVATAR: The Experience at Gardens by the Bay Singapore, now open inside Cloud Forest! ","['avatar', 'disney', 'avatartheexperience', 'gardensbythebay', 'singapore', 'traveltok', 'exhibition', 'garden', 'travel', 'amazing', 'beautiful']",50K,8169,2723,602,"AVATAR The Experience at Gardens by the Bay Singapore, discover the beautiful world of Pandora, fantasy plants and creatures integrated seamlessly inside the cloud forest, some of them are interactive, see a life-sized banshee animatronic, it can actually see and respond to visitors,  and meet the baby too. try the banshee flight simulator, enter the fire pod for a shadow play experience, see the new ilu creature which will be in the new avatar movie. immerse yourself in more beautiful interactive spaces and take photos in these spaces. have more fun in this giant projection room and also discover your navi look at the avatar simulation. visit before sunset for both daytime and night lighting experience"
59_post,https://www.tiktok.com/@corina_caragea/video/7248988102226709787,Corina Caragea,215,425.1K,3.9M,2023-6-26,/@corina_caragea,corina_caragea,Am mancat la IMPINGE TAVA in Singapore!,"['singapore', 'travel', 'foodlover']",25K,957,666,376,
60_post,https://www.tiktok.com/@iandarric/video/7202779182936591618,Ian Darric,256,706,15.6K,2023-2-22,/@iandarric,iandarric,I earned over $1000 cashback on my travels and more when using,"['travelhacks', 'savings', 'travel', 'japan']",4118,51,238,0,"find over 1,000 cash back on my last Osaka Kyoto holiday. use shopback to earn cashback on hotels and more when your travel this year"
61_post,https://www.tiktok.com/@badaisamudrar/video/7245879190761901318,Badai Samudra,121,5840,113.6K,2023-6-18,/@badaisamudrar,badaisamudrar,Nih aku spill itinerary untuk singapore semoga membantunya ✨✨,"['itinerarysingapore', 'singapore', 'singaporetiktok', 'travelsingapore', 'travelsingaporetips', 'singaporeimagine', 'solotravel', 'solotravelers', 'solotraveler', 'backpacker', 'solobackpacker', 'solotrip']",13.3K,12.2K,1696,324,"itinerary singapore, jewel free. Cavenagh Bridge free. flower in merlion free. merlion park free. helix bridge free. serene garden. garden by the bay free. water lily pond free. marina bay sand. boat quay. shahalam restaurant. universal studio. cable car. siloso beach free. palawan beach free.haji lane free. sultans mosque. for canning park. view city light marina by the sands show. shopping time, bugis street cheap things and many stuff. chinatown. buddha temple.scarlett. mr coconut. imm (cheap). ice cream uncle, orchard road, go back indonesia"
63_post,https://www.tiktok.com/@ulfaalhanif/video/7225575017898134810,Ulfa Alhanif,285,1.3M,36.7M,2023-4-24,/@ulfaalhanif,ulfaalhanif,Rasanya diluar prediksi BMKG!😩,"['minivlog', 'dailyminivlog', 'singapore', 'singaporefoodie', 'singaporetravel', 'fishball', 'fishballnoodles', 'tiktokkulineran', 'reviewmakanan']",494.6K,20.9K,628,500,"Lixin Teochew Fishball Noodles Singapore Orchard ION
  
"
64_post,https://www.tiktok.com/@almostviral.nz/video/7209383076361669890,AlmostViral.NZ,4,70.7K,1.5M,2023-3-11,/@almostviral.nz,almostviral.nz,5 Things to do at Jewel Changi Airport,"['jewelchangi', 'jewelchangiairport', 'changiairport', 'singapore', 'singaporetravel', 'visitsingapore', 'singaporeairport']",2155,830,295,9,"5 things to do in singapore airport, eat shake shack, see rain vortex, eat at top level, planespotting"
65_post,https://www.tiktok.com/@angusvsdonuts/video/7249679592456326402,Angus Tan,65,27.5K,1.4M,2023-6-28,/@angusvsdonuts,angusvsdonuts,I TRIED THE CHEAPEST KBBQ BUFFET RESTAURANT IN SINGAPORE!!,"['kbbq', 'sgeats', 'cheapeats', 'singapore', 'sgtiktok', 'sgtiktok', 'cheaptravel', 'cheapests', 'cheap', 'budgettravel']",16.4K,3941,2233,116,the cheapest Korean BBQ buffet restaurant in Singapore address 1990 for a person that's it is actually any good that was such a huge array of meat and sightings and it's one of the best I've ever had despite the price the quality of the meat was really good overall quality of food was really friendly and really fast I really have nothing bad to say about
66_post,https://www.tiktok.com/@jermaineyjmmm/video/7218561239176318209,Jerm,23,5122,117.8K,2023-4-5,/@jermaineyjmmm,jermaineyjmmm,Legit mindblowned hahaha,"['disposabletowel', 'tiktokshopfinds', 'fyp', 'singapore', 'travel', 'travelhacks']",2911,703,267,35,this is a disposable towel I'm going to use it and let you guys know how I feel about this this is how it looks and it's pretty big I don't expect much when it comes to disposable item but this time is Super impressive the Disposable Tower was warm when I used it before
67_post,https://www.tiktok.com/@farah_ahmads/video/7235928324315286785,Farah Ahmad |TravelContent ✈️,844,79.9K,1.7M,2023-5-22,/@farah_ahmads,farah_ahmads,JOM KE SINGAPORE,"['travellife', 'traveltips', 'travel', 'murah', 'pakejmurah', 'singapore']",23.3K,8617,1089,617,
69_post,https://www.tiktok.com/@anne_yeong_/video/7209881936096005382,A N N E,22,139,6272,2023-3-13,/@anne_yeong_,anne_yeong_,Places To Visit For Free in,"['singapore', 'singaporetouristattraction', 'travelinstagram', 'travelreels', 'travelbucketlist', 'travel', 'traveltips', 'singaporetravel', 'singapore', 'travellife', 'traveltiktok', 'instareels', 'reelsinstagram', 'reels__tiktok', 'traveldiaries', 'traveling', 'travelmemories', 'singaporetravel']",6220,4588,1421,56,"places to visit for free in Singapore jewelry Red Lion Park the garden by the bay Helix Bridge Fort Canning Park free, Hawker centres"
70_post,https://www.tiktok.com/@_mydearjunnie/video/7246744747757325574,mydearjunnie on fb,43,1704,68.5K,2023-6-20,/@_mydearjunnie,_mydearjunnie,SingapoRewards. Alam nyo bang Singapore offers one FREE tour for eligible foreign tourists and you have atleast 36 attractions or tourist spot to choose from? so sad di namin to na avail during our trip kasi di ko alam na ngeexist to but sharing it with you guys for you to avail it. You can also download the app and register there 😊,"['singapore', 'traveltosingapore', 'traveltips', 'traveltok', 'traveltiktok', 'travelph', 'travelwithparents', 'singaporewards', 'fyp', 'foryoupage', 'travelhacks', 'travel']",4827,3977,1608,109,I Love You by nobody can you sang to Singapore for free so I recently discovered that Singapore offers one free tours in their selected tourist spots for foreign Travelers Hotel website visit Singapore 1139 free activities and tours with Singapore reports book now and you will see at least 36 attractions at 2:30 a.m. Singapore Zoo inclusive breakfast near the Singapore River free dining Christmas do a short-term visitor to Singapore so it makes a big hand if Teresa can I put in Singapore president 3 arriving by flight make sure to sign up and make an account that valid in email code one up to 5% volume two weeks before your flight is June 29th available until July 3305
71_post,https://www.tiktok.com/@ilibabyyyy/video/7158338724722412805,ili,464,9521,1.1M,2022-10-25,/@ilibabyyyy,ilibabyyyy,"92% british bred. singaporeans u should still visit the uk, maybe not ldn or midlands. ","['fyp', 'sgtiktok', 'uktiktok', 'singapore', 'britinsingapore', 'travelabroad', 'movingabroad', 'liveabroad', 'solotravel', 'asian', 'newlife']",96K,4315,691,707,British people shouldnt live in Singapore 
72_post,https://www.tiktok.com/@charsfootsteps/video/7165418624222563589,Charlotte 🇬🇧🇦🇺,23,425,8457,2022-11-13,/@charsfootsteps,charsfootsteps,Trying as many Michelin ⭐️ hawker stalls during my 3 months in SG!,"['laupasat', 'shihuiyuan', 'singaporefoodie', 'singaporefood', 'singapore', 'visitsingapore', 'singaporetravel', 'traveltips', 'singaporetiktok', 'singaporetiktokers🇸🇬', 'traveltiktoker', 'hawkercentre', 'hawkerfood', 'singaporehawkerfood', 'singaporeholiday', 'singaporehawkercentre']",6065,1910,409,64,"Trying as many Michelin Star Hawkers during my 3 months in Singapore, lau Pa Sat, hawker stall 1, Shi Hui Yuan Michelin for 5 years, very tasty Especially the shiitake mushrooms. Only criticism was the broth was quite heavy and salty"
